bone,species,side,fish,n_lm,scale,LM1_X,LM1_Y,LM2_X,LM2_Y,LM3_X,LM3_Y,LM4_X,LM4_Y,LM5_X,LM5_Y,LM6_X,LM6_Y,LM7_X,LM7_Y,LM8_X,LM8_Y,LM9_X,LM9_Y,LM10_X,LM10_Y,LM11_X,LM11_Y,LM12_X,LM12_Y,LM13_X,LM13_Y,LM14_X,LM14_Y,LM15_X,LM15_Y,LM16_X,LM16_Y,LM17_X,LM17_Y,LM18_X,LM18_Y,LM19_X,LM19_Y,LM20_X,LM20_Y,LM21_X,LM21_Y,LM22_X,LM22_Y,LM23_X,LM23_Y,LM24_X,LM24_Y,LM25_X,LM25_Y,LM26_X,LM26_Y,LM27_X,LM27_Y,LM28_X,LM28_Y,LM29_X,LM29_Y,LM30_X,LM30_Y,LM31_X,LM31_Y,LM32_X,LM32_Y,LM33_X,LM33_Y,LM34_X,LM34_Y,LM35_X,LM35_Y,LM36_X,LM36_Y
Supracleithrum,Acipenser gueldenstaedtii,L,4,36,0.003597,1542.0,320.0,1607.0,317.0,1634.0,381.0,1556.0,660.0,1416.0,557.0,1334.0,656.0,1296.0,676.0,1308.0,633.0,1319.0,589.0,1334.0,547.0,1335.0,502.0,1336.0,458.0,1337.0,413.0,1335.0,368.0,1328.0,324.0,1320.0,280.0,1312.0,236.0,1308.0,191.0,1295.0,148.0,1280.0,106.0,1292.0,63.0,1546.0,714.0,1554.0,755.0,1556.0,795.0,1551.0,837.0,1530.0,871.0,1497.0,896.0,1457.0,906.0,1418.0,906.0,1381.0,887.0,1353.0,857.0,1342.0,820.0,1326.0,782.0,1317.0,744.0,1326.0,703.0,1335.0,663.0
Supracleithrum,Acipenser gueldenstaedtii,L,5,36,0.003613,2633.0,507.0,2662.0,475.0,2686.0,547.0,2706.0,1212.0,2328.0,1035.0,2203.0,1238.0,2023.0,1377.0,2031.0,1280.0,2061.0,1187.0,2081.0,1091.0,2094.0,994.0,2094.0,897.0,2091.0,799.0,2083.0,702.0,2071.0,605.0,2054.0,509.0,2032.0,414.0,1999.0,322.0,1959.0,233.0,1926.0,141.0,1944.0,45.0,2722.0,1265.0,2698.0,1328.0,2676.0,1391.0,2657.0,1455.0,2625.0,1514.0,2578.0,1562.0,2517.0,1591.0,2451.0,1601.0,2384.0,1607.0,2329.0,1571.0,2307.0,1508.0,2294.0,1443.0,2279.0,1377.0,2242.0,1322.0,2197.0,1362.0
Supracleithrum,Acipenser gueldenstaedtii,L,6,36,0.003695,1025.0,589.0,1090.0,524.0,1189.0,690.0,1089.0,1239.0,877.0,1172.0,707.0,1298.0,547.0,1403.0,556.0,1311.0,574.0,1220.0,601.0,1131.0,618.0,1040.0,628.0,948.0,632.0,855.0,629.0,763.0,616.0,671.0,599.0,580.0,572.0,491.0,546.0,402.0,522.0,313.0,514.0,220.0,523.0,128.0,1095.0,1280.0,1091.0,1356.0,1109.0,1427.0,1131.0,1497.0,1114.0,1570.0,1070.0,1632.0,1012.0,1677.0,941.0,1703.0,866.0,1710.0,791.0,1698.0,743.0,1647.0,736.0,1572.0,741.0,1496.0,744.0,1420.0,746.0,1344.0
Supracleithrum,Acipenser gueldenstaedtii,R,1,36,0.00352,464.0,479.0,488.0,480.0,508.0,548.0,390.0,858.0,261.0,733.0,122.0,814.0,47.0,821.0,74.0,773.0,103.0,726.0,130.0,677.0,148.0,625.0,163.0,572.0,171.0,517.0,178.0,463.0,184.0,408.0,186.0,352.0,187.0,297.0,192.0,242.0,202.0,188.0,211.0,134.0,251.0,95.0,364.0,883.0,374.0,932.0,343.0,971.0,324.0,1018.0,313.0,1067.0,281.0,1104.0,233.0,1119.0,182.0,1120.0,138.0,1097.0,102.0,1062.0,94.0,1016.0,90.0,970.0,102.0,920.0,115.0,871.0,128.0,822.0
Supracleithrum,Acipenser gueldenstaedtii,R,2,36,0.003546,481.0,450.0,499.0,457.0,524.0,511.0,453.0,812.0,290.0,711.0,158.0,792.0,74.0,805.0,95.0,757.0,119.0,710.0,145.0,665.0,168.0,618.0,183.0,567.0,194.0,516.0,199.0,464.0,203.0,411.0,207.0,359.0,208.0,307.0,214.0,254.0,222.0,203.0,234.0,151.0,266.0,110.0,439.0,836.0,440.0,875.0,432.0,913.0,414.0,948.0,392.0,980.0,360.0,1001.0,321.0,1008.0,287.0,991.0,253.0,971.0,218.0,955.0,185.0,934.0,154.0,911.0,163.0,873.0,158.0,834.0,165.0,796.0
Supracleithrum,Acipenser gueldenstaedtii,R,3,36,0.00361,498.0,583.0,548.0,584.0,566.0,641.0,466.0,985.0,299.0,864.0,149.0,983.0,60.0,1006.0,69.0,944.0,86.0,884.0,117.0,830.0,144.0,773.0,163.0,714.0,169.0,652.0,169.0,589.0,167.0,527.0,166.0,464.0,168.0,402.0,164.0,339.0,158.0,277.0,158.0,215.0,200.0,168.0,455.0,1019.0,469.0,1073.0,460.0,1126.0,443.0,1179.0,424.0,1229.0,378.0,1260.0,326.0,1277.0,270.0,1283.0,215.0,1276.0,160.0,1270.0,123.0,1235.0,125.0,1181.0,138.0,1127.0,152.0,1073.0,164.0,1019.0
Supracleithrum,Acipenser gueldenstaedtii,R,4,36,0.003649,398.0,377.0,432.0,371.0,462.0,453.0,369.0,759.0,222.0,599.0,132.0,711.0,63.0,749.0,80.0,704.0,100.0,660.0,121.0,617.0,145.0,576.0,170.0,535.0,176.0,487.0,180.0,439.0,181.0,391.0,180.0,343.0,180.0,295.0,181.0,247.0,174.0,200.0,165.0,153.0,183.0,108.0,353.0,793.0,358.0,831.0,355.0,869.0,338.0,904.0,314.0,934.0,280.0,948.0,242.0,955.0,204.0,956.0,169.0,939.0,149.0,908.0,134.0,872.0,131.0,833.0,122.0,797.0,119.0,761.0,128.0,723.0
Supracleithrum,Acipenser gueldenstaedtii,R,5,36,0.003574,733.0,500.0,760.0,465.0,873.0,621.0,754.0,1250.0,490.0,1064.0,277.0,1218.0,64.0,1319.0,108.0,1236.0,154.0,1154.0,202.0,1073.0,237.0,986.0,262.0,896.0,271.0,802.0,279.0,709.0,282.0,615.0,280.0,521.0,275.0,427.0,260.0,335.0,240.0,243.0,227.0,150.0,259.0,62.0,736.0,1292.0,748.0,1362.0,711.0,1422.0,679.0,1485.0,640.0,1544.0,591.0,1594.0,528.0,1625.0,459.0,1642.0,390.0,1631.0,336.0,1588.0,330.0,1521.0,337.0,1451.0,344.0,1381.0,311.0,1325.0,251.0,1363.0
Supracleithrum,Acipenser gueldenstaedtii,R,6,36,0.003658,727.0,661.0,795.0,623.0,831.0,732.0,672.0,1294.0,451.0,1175.0,287.0,1283.0,77.0,1378.0,80.0,1281.0,120.0,1193.0,169.0,1110.0,213.0,1024.0,257.0,938.0,275.0,843.0,290.0,747.0,299.0,651.0,300.0,554.0,301.0,457.0,300.0,361.0,300.0,264.0,307.0,168.0,341.0,77.0,689.0,1383.0,718.0,1446.0,714.0,1507.0,685.0,1570.0,642.0,1625.0,591.0,1671.0,527.0,1699.0,460.0,1715.0,393.0,1701.0,334.0,1664.0,298.0,1606.0,304.0,1537.0,303.0,1468.0,297.0,1398.0,298.0,1329.0
Supracleithrum,Acipenser gueldenstaedtii,R,7,36,0.003659,1099.0,1050.0,1247.0,1044.0,1305.0,1257.0,1105.0,1993.0,754.0,1741.0,373.0,2008.0,65.0,2123.0,115.0,1975.0,164.0,1827.0,215.0,1679.0,266.0,1531.0,310.0,1382.0,351.0,1231.0,370.0,1076.0,386.0,921.0,375.0,765.0,356.0,610.0,367.0,454.0,417.0,306.0,432.0,151.0,491.0,6.0,1077.0,2114.0,1028.0,2212.0,979.0,2309.0,924.0,2404.0,867.0,2497.0,788.0,2568.0,700.0,2629.0,622.0,2702.0,513.0,2706.0,413.0,2678.0,328.0,2610.0,268.0,2519.0,269.0,2410.0,274.0,2301.0,233.0,2254.0
Supracleithrum,Acipenser gueldenstaedtii,R,8,36,0.003735,1277.0,1080.0,1414.0,1030.0,1490.0,1258.0,1386.0,2354.0,668.0,2057.0,477.0,2334.0,56.0,2483.0,126.0,2319.0,154.0,2142.0,212.0,1973.0,276.0,1806.0,329.0,1636.0,382.0,1465.0,422.0,1291.0,435.0,1113.0,437.0,934.0,445.0,756.0,491.0,583.0,552.0,415.0,572.0,238.0,698.0,111.0,1376.0,2422.0,1355.0,2566.0,1351.0,2712.0,1260.0,2825.0,1209.0,2961.0,1101.0,3055.0,971.0,3121.0,834.0,3168.0,690.0,3157.0,560.0,3094.0,550.0,2955.0,570.0,2811.0,494.0,2691.0,481.0,2548.0,528.0,2410.0
Supracleithrum,Acipenser ruthenus,L,2,36,0.003688,2012.0,429.0,2049.0,434.0,2089.0,518.0,2079.0,712.0,1916.0,618.0,1814.0,728.0,1727.0,753.0,1734.0,706.0,1741.0,659.0,1747.0,612.0,1754.0,565.0,1762.0,518.0,1767.0,471.0,1770.0,423.0,1772.0,376.0,1774.0,328.0,1776.0,281.0,1779.0,233.0,1785.0,186.0,1791.0,139.0,1821.0,102.0,2080.0,772.0,2083.0,812.0,2087.0,852.0,2084.0,892.0,2063.0,925.0,2030.0,949.0,1991.0,956.0,1951.0,953.0,1911.0,950.0,1872.0,941.0,1840.0,918.0,1823.0,881.0,1831.0,842.0,1841.0,804.0,1830.0,765.0
Supracleithrum,Acipenser ruthenus,L,3,36,0.003591,2137.0,491.0,2205.0,506.0,2214.0,602.0,2171.0,790.0,1993.0,690.0,1848.0,751.0,1800.0,728.0,1812.0,679.0,1829.0,631.0,1850.0,586.0,1869.0,539.0,1885.0,491.0,1899.0,443.0,1912.0,394.0,1907.0,344.0,1897.0,294.0,1893.0,244.0,1890.0,194.0,1891.0,143.0,1904.0,95.0,1942.0,61.0,2173.0,828.0,2192.0,884.0,2194.0,943.0,2180.0,1000.0,2146.0,1047.0,2095.0,1076.0,2037.0,1085.0,1978.0,1088.0,1919.0,1090.0,1860.0,1087.0,1836.0,1047.0,1841.0,989.0,1850.0,930.0,1858.0,872.0,1819.0,846.0
Supracleithrum,Acipenser ruthenus,L,4,36,0.002343,1624.0,686.0,1696.0,702.0,1702.0,771.0,1723.0,1197.0,1430.0,1077.0,1245.0,1330.0,1111.0,1346.0,1129.0,1258.0,1148.0,1169.0,1164.0,1080.0,1179.0,991.0,1178.0,901.0,1179.0,811.0,1182.0,721.0,1181.0,630.0,1170.0,541.0,1143.0,454.0,1111.0,370.0,1079.0,286.0,1053.0,199.0,1088.0,116.0,1715.0,1238.0,1757.0,1328.0,1793.0,1421.0,1766.0,1518.0,1723.0,1607.0,1671.0,1693.0,1606.0,1767.0,1511.0,1797.0,1416.0,1828.0,1319.0,1840.0,1279.0,1766.0,1267.0,1668.0,1276.0,1569.0,1293.0,1471.0,1257.0,1392.0
Supracleithrum,Acipenser ruthenus,R,2,36,0.003659,389.0,402.0,469.0,451.0,509.0,517.0,489.0,708.0,318.0,611.0,231.0,744.0,114.0,775.0,127.0,727.0,139.0,679.0,152.0,631.0,165.0,583.0,177.0,535.0,190.0,487.0,202.0,439.0,204.0,390.0,205.0,340.0,205.0,291.0,205.0,241.0,213.0,192.0,233.0,147.0,254.0,102.0,496.0,744.0,503.0,786.0,501.0,829.0,494.0,871.0,485.0,914.0,461.0,947.0,422.0,961.0,379.0,966.0,337.0,958.0,295.0,950.0,255.0,934.0,227.0,909.0,228.0,866.0,228.0,823.0,229.0,780.0
Supracleithrum,Acipenser ruthenus,R,3,36,0.00354,507.0,569.0,576.0,565.0,588.0,656.0,479.0,892.0,335.0,786.0,171.0,845.0,99.0,831.0,123.0,785.0,149.0,739.0,182.0,699.0,210.0,655.0,235.0,609.0,255.0,561.0,269.0,511.0,278.0,460.0,276.0,408.0,275.0,355.0,276.0,303.0,280.0,251.0,288.0,200.0,323.0,161.0,459.0,920.0,475.0,979.0,502.0,1034.0,502.0,1095.0,468.0,1146.0,409.0,1161.0,349.0,1172.0,289.0,1184.0,228.0,1180.0,168.0,1168.0,121.0,1130.0,122.0,1068.0,151.0,1014.0,174.0,958.0,119.0,949.0
Supracleithrum,Acipenser ruthenus,R,4,36,0.002391,743.0,785.0,799.0,835.0,804.0,917.0,734.0,1301.0,427.0,1113.0,235.0,1255.0,101.0,1282.0,129.0,1196.0,157.0,1110.0,187.0,1025.0,219.0,941.0,248.0,856.0,275.0,770.0,295.0,682.0,312.0,593.0,323.0,504.0,320.0,413.0,310.0,324.0,305.0,234.0,328.0,147.0,398.0,90.0,729.0,1368.0,727.0,1458.0,702.0,1545.0,637.0,1608.0,570.0,1668.0,501.0,1727.0,419.0,1763.0,330.0,1779.0,240.0,1776.0,156.0,1744.0,154.0,1656.0,174.0,1568.0,210.0,1485.0,261.0,1410.0,274.0,1323.0
Supracleithrum,Acipenser stellatus,L,1,36,0.003744,1961.0,594.0,2020.0,647.0,2054.0,702.0,2044.0,1139.0,1847.0,949.0,1698.0,1137.0,1568.0,1185.0,1598.0,1108.0,1623.0,1029.0,1644.0,949.0,1656.0,867.0,1660.0,784.0,1659.0,702.0,1658.0,619.0,1631.0,540.0,1607.0,461.0,1586.0,381.0,1561.0,302.0,1533.0,224.0,1510.0,145.0,1522.0,63.0,2010.0,1180.0,1997.0,1239.0,1951.0,1276.0,1916.0,1321.0,1896.0,1377.0,1856.0,1423.0,1814.0,1465.0,1758.0,1489.0,1702.0,1509.0,1642.0,1518.0,1625.0,1485.0,1647.0,1429.0,1670.0,1374.0,1681.0,1314.0,1648.0,1288.0
Supracleithrum,Acipenser stellatus,R,1,36,0.003647,776.0,524.0,800.0,549.0,823.0,653.0,773.0,1214.0,529.0,973.0,294.0,1106.0,106.0,1088.0,154.0,1024.0,202.0,960.0,248.0,895.0,289.0,826.0,319.0,752.0,349.0,678.0,367.0,600.0,391.0,524.0,407.0,445.0,418.0,366.0,430.0,287.0,483.0,228.0,509.0,152.0,534.0,76.0,745.0,1289.0,678.0,1337.0,608.0,1379.0,535.0,1417.0,463.0,1457.0,395.0,1502.0,319.0,1531.0,238.0,1538.0,158.0,1520.0,101.0,1469.0,138.0,1397.0,139.0,1320.0,183.0,1251.0,220.0,1185.0,283.0,1132.0
Supracleithrum,Bester,L,1,36,0.003651,1753.0,499.0,1773.0,489.0,1788.0,541.0,1756.0,962.0,1586.0,801.0,1445.0,935.0,1356.0,971.0,1368.0,910.0,1387.0,852.0,1404.0,792.0,1421.0,733.0,1434.0,673.0,1441.0,611.0,1446.0,550.0,1445.0,488.0,1439.0,426.0,1429.0,365.0,1417.0,305.0,1406.0,244.0,1402.0,182.0,1416.0,122.0,1762.0,994.0,1742.0,1048.0,1714.0,1099.0,1677.0,1143.0,1635.0,1182.0,1589.0,1217.0,1533.0,1230.0,1476.0,1223.0,1422.0,1203.0,1404.0,1151.0,1425.0,1100.0,1455.0,1051.0,1450.0,1005.0,1399.0,1033.0,1348.0,1061.0
Supracleithrum,Bester,L,2,36,0.003578,2189.0,365.0,2207.0,347.0,2216.0,406.0,2234.0,980.0,2074.0,741.0,1911.0,896.0,1813.0,927.0,1831.0,868.0,1850.0,809.0,1870.0,751.0,1879.0,690.0,1891.0,629.0,1896.0,567.0,1894.0,506.0,1890.0,444.0,1885.0,382.0,1878.0,321.0,1863.0,261.0,1856.0,200.0,1872.0,140.0,1914.0,95.0,2217.0,1033.0,2188.0,1065.0,2157.0,1095.0,2125.0,1124.0,2091.0,1151.0,2056.0,1176.0,2018.0,1196.0,1975.0,1194.0,1938.0,1173.0,1906.0,1145.0,1890.0,1109.0,1894.0,1066.0,1905.0,1024.0,1911.0,981.0,1876.0,958.0
Supracleithrum,Bester,R,1,36,0.003555,555.0,668.0,578.0,657.0,582.0,720.0,539.0,1145.0,383.0,935.0,215.0,1227.0,102.0,1239.0,140.0,1170.0,158.0,1096.0,148.0,1021.0,169.0,945.0,185.0,868.0,210.0,793.0,210.0,714.0,207.0,635.0,204.0,556.0,198.0,477.0,186.0,399.0,173.0,321.0,166.0,242.0,186.0,166.0,517.0,1221.0,514.0,1258.0,492.0,1288.0,461.0,1308.0,433.0,1334.0,407.0,1360.0,374.0,1377.0,339.0,1389.0,304.0,1402.0,267.0,1409.0,232.0,1399.0,210.0,1369.0,208.0,1332.0,218.0,1296.0,228.0,1260.0
Supracleithrum,Bester,R,2,36,0.003591,460.0,397.0,484.0,358.0,518.0,507.0,546.0,1033.0,367.0,844.0,208.0,1009.0,116.0,1059.0,128.0,992.0,143.0,926.0,167.0,862.0,187.0,798.0,196.0,730.0,197.0,662.0,192.0,595.0,184.0,527.0,175.0,460.0,162.0,393.0,145.0,328.0,137.0,260.0,140.0,192.0,176.0,135.0,536.0,1060.0,515.0,1100.0,487.0,1136.0,454.0,1168.0,421.0,1200.0,389.0,1232.0,350.0,1255.0,310.0,1241.0,271.0,1217.0,244.0,1181.0,240.0,1137.0,246.0,1092.0,254.0,1047.0,226.0,1032.0,183.0,1048.0
Supracleithrum,Huso huso,L,1,36,0.00365,1978.0,520.0,2010.0,514.0,2059.0,594.0,2039.0,1053.0,1846.0,874.0,1692.0,939.0,1608.0,953.0,1621.0,895.0,1633.0,836.0,1644.0,778.0,1644.0,718.0,1640.0,658.0,1641.0,598.0,1640.0,539.0,1637.0,479.0,1633.0,420.0,1630.0,360.0,1625.0,300.0,1614.0,242.0,1599.0,184.0,1589.0,125.0,2043.0,1075.0,2057.0,1151.0,2048.0,1224.0,2022.0,1297.0,1982.0,1362.0,1936.0,1424.0,1881.0,1471.0,1804.0,1472.0,1736.0,1440.0,1710.0,1372.0,1710.0,1295.0,1703.0,1219.0,1694.0,1145.0,1710.0,1070.0,1727.0,995.0
Supracleithrum,Huso huso,L,2,36,0.003668,1026.0,367.0,1048.0,382.0,1082.0,467.0,1098.0,815.0,988.0,676.0,911.0,802.0,835.0,838.0,832.0,782.0,845.0,727.0,872.0,677.0,886.0,622.0,881.0,566.0,869.0,511.0,854.0,457.0,841.0,402.0,819.0,350.0,790.0,301.0,758.0,255.0,728.0,207.0,701.0,157.0,700.0,101.0,1092.0,862.0,1090.0,907.0,1084.0,951.0,1071.0,994.0,1047.0,1031.0,1017.0,1064.0,987.0,1097.0,948.0,1114.0,922.0,1077.0,907.0,1035.0,904.0,991.0,910.0,947.0,909.0,902.0,907.0,860.0,929.0,821.0
Supracleithrum,Huso huso,L,3,36,0.003706,1035.0,629.0,1084.0,665.0,1112.0,736.0,1052.0,1128.0,940.0,991.0,786.0,1101.0,675.0,1143.0,702.0,1078.0,730.0,1013.0,757.0,947.0,782.0,881.0,795.0,812.0,790.0,741.0,788.0,670.0,783.0,600.0,776.0,529.0,751.0,463.0,718.0,401.0,697.0,333.0,689.0,263.0,699.0,193.0,1040.0,1171.0,1036.0,1217.0,1018.0,1260.0,997.0,1301.0,973.0,1340.0,939.0,1371.0,901.0,1397.0,861.0,1420.0,816.0,1412.0,784.0,1380.0,768.0,1337.0,759.0,1292.0,761.0,1245.0,754.0,1200.0,715.0,1214.0
Supracleithrum,Huso huso,L,4,36,0.00379,1971.0,479.0,2011.0,527.0,2026.0,584.0,1963.0,1054.0,1902.0,897.0,1761.0,985.0,1705.0,993.0,1720.0,928.0,1735.0,863.0,1758.0,801.0,1771.0,735.0,1767.0,669.0,1752.0,604.0,1734.0,540.0,1716.0,475.0,1691.0,414.0,1662.0,354.0,1631.0,295.0,1603.0,234.0,1584.0,170.0,1610.0,109.0,1940.0,1113.0,1923.0,1149.0,1907.0,1185.0,1883.0,1216.0,1856.0,1245.0,1828.0,1273.0,1792.0,1286.0,1756.0,1285.0,1728.0,1257.0,1705.0,1225.0,1698.0,1188.0,1707.0,1150.0,1716.0,1111.0,1705.0,1082.0,1667.0,1092.0
Supracleithrum,Huso huso,R,1,36,0.003613,546.0,624.0,578.0,618.0,569.0,678.0,489.0,1112.0,300.0,894.0,133.0,952.0,54.0,948.0,74.0,892.0,95.0,836.0,108.0,777.0,120.0,719.0,126.0,659.0,130.0,599.0,139.0,540.0,150.0,482.0,160.0,423.0,169.0,363.0,155.0,305.0,140.0,247.0,126.0,189.0,112.0,131.0,467.0,1127.0,467.0,1206.0,439.0,1280.0,415.0,1354.0,367.0,1417.0,306.0,1465.0,231.0,1481.0,157.0,1460.0,115.0,1399.0,118.0,1322.0,123.0,1243.0,132.0,1165.0,157.0,1090.0,183.0,1015.0,137.0,1005.0
Supracleithrum,Huso huso,R,2,36,0.003632,436.0,488.0,454.0,501.0,481.0,562.0,372.0,884.0,300.0,819.0,158.0,877.0,98.0,880.0,117.0,827.0,138.0,774.0,164.0,724.0,189.0,673.0,208.0,620.0,216.0,564.0,220.0,508.0,222.0,451.0,217.0,395.0,208.0,339.0,196.0,284.0,184.0,229.0,176.0,173.0,193.0,119.0,361.0,922.0,353.0,970.0,335.0,1016.0,304.0,1054.0,272.0,1091.0,235.0,1123.0,191.0,1144.0,143.0,1153.0,94.0,1157.0,75.0,1119.0,86.0,1072.0,107.0,1028.0,134.0,987.0,115.0,956.0,72.0,980.0
Supracleithrum,Huso huso,R,3,36,0.003673,433.0,613.0,483.0,629.0,483.0,671.0,447.0,1113.0,275.0,977.0,166.0,1068.0,71.0,1068.0,87.0,1000.0,123.0,940.0,140.0,874.0,147.0,804.0,153.0,735.0,147.0,665.0,139.0,595.0,140.0,526.0,144.0,456.0,136.0,387.0,116.0,320.0,113.0,251.0,131.0,183.0,176.0,135.0,447.0,1164.0,438.0,1212.0,415.0,1255.0,391.0,1298.0,363.0,1337.0,323.0,1362.0,284.0,1387.0,240.0,1383.0,208.0,1345.0,190.0,1300.0,185.0,1252.0,191.0,1204.0,187.0,1158.0,152.0,1171.0,117.0,1205.0
Supracleithrum,Huso huso,R,4,36,0.003618,472.0,590.0,503.0,628.0,516.0,693.0,375.0,1118.0,303.0,948.0,175.0,984.0,74.0,1021.0,114.0,964.0,148.0,903.0,192.0,850.0,245.0,806.0,262.0,739.0,257.0,669.0,253.0,600.0,248.0,531.0,230.0,464.0,210.0,397.0,190.0,331.0,168.0,265.0,144.0,199.0,148.0,130.0,339.0,1173.0,319.0,1206.0,298.0,1239.0,271.0,1267.0,240.0,1291.0,204.0,1304.0,165.0,1310.0,129.0,1298.0,118.0,1261.0,95.0,1231.0,92.0,1196.0,103.0,1159.0,118.0,1123.0,123.0,1086.0,85.0,1080.0
Supracleithrum,Sevbel,L,1,36,0.003705,1918.0,747.0,1985.0,696.0,2004.0,798.0,1795.0,1545.0,1573.0,1244.0,1350.0,1292.0,1248.0,1221.0,1271.0,1145.0,1292.0,1068.0,1317.0,993.0,1342.0,917.0,1345.0,838.0,1347.0,758.0,1347.0,679.0,1345.0,599.0,1341.0,520.0,1310.0,447.0,1297.0,368.0,1313.0,290.0,1312.0,211.0,1350.0,141.0,1753.0,1590.0,1688.0,1632.0,1631.0,1683.0,1574.0,1736.0,1518.0,1788.0,1456.0,1834.0,1379.0,1832.0,1302.0,1827.0,1247.0,1777.0,1235.0,1702.0,1249.0,1626.0,1266.0,1551.0,1288.0,1477.0,1315.0,1405.0,1343.0,1333.0
Supracleithrum,Sevbel,R,1,36,0.003605,781.0,726.0,830.0,713.0,837.0,842.0,568.0,1560.0,388.0,1176.0,161.0,1224.0,70.0,1228.0,105.0,1146.0,141.0,1064.0,190.0,990.0,221.0,906.0,241.0,819.0,252.0,731.0,257.0,641.0,248.0,553.0,208.0,473.0,172.0,391.0,136.0,310.0,123.0,221.0,120.0,132.0,175.0,62.0,540.0,1593.0,496.0,1658.0,437.0,1701.0,418.0,1771.0,367.0,1825.0,299.0,1857.0,222.0,1868.0,158.0,1834.0,122.0,1767.0,117.0,1692.0,130.0,1615.0,152.0,1540.0,164.0,1463.0,137.0,1399.0,164.0,1326.0
