bone,species,side,fish,n_lm,scale,LM1_X,LM1_Y,LM2_X,LM2_Y,LM3_X,LM3_Y,LM4_X,LM4_Y,LM5_X,LM5_Y,LM6_X,LM6_Y,LM7_X,LM7_Y,LM8_X,LM8_Y,LM9_X,LM9_Y,LM10_X,LM10_Y,LM11_X,LM11_Y,LM12_X,LM12_Y,LM13_X,LM13_Y,LM14_X,LM14_Y,LM15_X,LM15_Y,LM16_X,LM16_Y,LM17_X,LM17_Y,LM18_X,LM18_Y,LM19_X,LM19_Y,LM20_X,LM20_Y,LM21_X,LM21_Y,LM22_X,LM22_Y,LM23_X,LM23_Y,LM24_X,LM24_Y,LM25_X,LM25_Y,LM26_X,LM26_Y,LM27_X,LM27_Y,LM28_X,LM28_Y,LM29_X,LM29_Y,LM30_X,LM30_Y,LM31_X,LM31_Y,LM32_X,LM32_Y,LM33_X,LM33_Y,LM34_X,LM34_Y,LM35_X,LM35_Y,LM36_X,LM36_Y
Dentary,Acipenser baerii,L,1,7,0.003582,1944.0,940.0,1853.0,792.0,1866.0,643.0,1787.0,355.0,1874.0,124.0,1964.0,340.0,1969.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser baerii,R,1,7,0.003647,280.0,925.0,190.0,783.0,218.0,633.0,130.0,329.0,216.0,117.0,316.0,313.0,312.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,L,1,7,0.003546,1552.0,707.0,1516.0,571.0,1566.0,461.0,1566.0,271.0,1694.0,85.0,1665.0,289.0,1607.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,L,2,7,0.003623,1812.0,623.0,1738.0,517.0,1761.0,432.0,1697.0,253.0,1755.0,84.0,1787.0,198.0,1829.0,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,L,3,7,0.003596,248.0,655.0,159.0,518.0,174.0,414.0,106.0,193.0,140.0,42.0,221.0,204.0,270.0,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,L,4,7,0.003558,269.0,570.0,191.0,497.0,174.0,375.0,108.0,216.0,130.0,47.0,207.0,190.0,277.0,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,L,5,7,0.003643,263.0,1024.0,175.0,836.0,212.0,660.0,155.0,404.0,288.0,121.0,348.0,369.0,315.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,R,2,7,0.003623,259.0,647.0,198.0,549.0,233.0,461.0,196.0,246.0,276.0,115.0,309.0,240.0,292.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,R,3,7,0.003623,150.0,676.0,132.0,530.0,183.0,437.0,204.0,216.0,296.0,81.0,313.0,277.0,234.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,R,4,7,0.00361,185.0,614.0,132.0,521.0,145.0,385.0,114.0,221.0,174.0,78.0,219.0,229.0,211.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser gueldenstaedtii,R,5,7,0.003578,251.0,1040.0,171.0,892.0,213.0,711.0,169.0,399.0,294.0,144.0,353.0,397.0,327.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,L,1,7,0.003672,1239.0,956.0,1195.0,793.0,1287.0,478.0,1258.0,329.0,1355.0,65.0,1445.0,321.0,1367.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,L,3,7,0.003586,1846.0,608.0,1770.0,470.0,1816.0,333.0,1792.0,196.0,1854.0,76.0,1912.0,224.0,1887.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,L,4,7,0.002297,1047.0,1131.0,953.0,887.0,976.0,713.0,924.0,410.0,985.0,169.0,1094.0,355.0,1113.0,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,R,1,7,0.003669,284.0,1063.0,222.0,880.0,267.0,690.0,209.0,463.0,302.0,163.0,382.0,424.0,377.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,R,3,7,0.003605,156.0,583.0,88.0,446.0,123.0,340.0,98.0,173.0,162.0,62.0,217.0,143.0,199.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,R,4,7,0.002282,158.0,1049.0,92.0,796.0,127.0,581.0,104.0,315.0,181.0,76.0,278.0,334.0,259.0,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Acipenser ruthenus,R,5,7,0.002428,296.0,963.0,217.0,805.0,251.0,612.0,214.0,395.0,296.0,278.0,348.0,342.0,353.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Bester,L,2,7,0.00359,162.0,1064.0,119.0,934.0,173.0,687.0,113.0,533.0,252.0,81.0,271.0,281.0,318.0,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Bester,R,2,7,0.003603,2151.0,1115.0,2096.0,974.0,2143.0,752.0,2085.0,575.0,2238.0,118.0,2233.0,340.0,2297.0,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,L,1,7,0.003628,216.0,1471.0,132.0,1212.0,132.0,824.0,82.0,443.0,216.0,96.0,216.0,471.0,333.0,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,L,2,7,0.003669,217.0,1268.0,202.0,1009.0,235.0,724.0,230.0,464.0,270.0,144.0,340.0,367.0,373.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,L,3,7,0.003626,256.0,1436.0,220.0,1158.0,241.0,949.0,205.0,505.0,249.0,154.0,307.0,433.0,420.0,1002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,L,4,7,0.003684,160.0,1390.0,112.0,1073.0,117.0,793.0,71.0,476.0,155.0,111.0,194.0,394.0,304.0,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,R,1,7,0.00362,1727.0,1479.0,1595.0,1231.0,1555.0,881.0,1467.0,509.0,1592.0,109.0,1597.0,409.0,1742.0,934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,R,2,7,0.003682,1260.0,1221.0,1232.0,965.0,1262.0,835.0,1239.0,473.0,1396.0,98.0,1383.0,297.0,1400.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,R,3,7,0.003631,870.0,1311.0,872.0,1022.0,920.0,830.0,915.0,414.0,1008.0,38.0,1023.0,300.0,1078.0,897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Huso huso,R,4,7,0.003618,1704.0,1333.0,1693.0,1026.0,1744.0,835.0,1773.0,411.0,1942.0,71.0,1929.0,302.0,1931.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Sevbel,L,1,7,0.003657,1504.0,1463.0,1420.0,1150.0,1450.0,910.0,1408.0,732.0,1537.0,74.0,1623.0,406.0,1672.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentary,Sevbel,R,1,7,0.003668,229.0,1479.0,163.0,1188.0,206.0,950.0,184.0,761.0,319.0,91.0,432.0,438.0,413.0,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser baerii,L,1,9,0.003578,2335.0,850.0,2455.0,319.0,2552.0,215.0,2358.0,133.0,2288.0,201.0,2066.0,131.0,2090.0,171.0,1359.0,107.0,2266.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser baerii,R,1,9,0.003579,1146.0,760.0,1128.0,347.0,1203.0,142.0,1045.0,164.0,1005.0,173.0,779.0,133.0,866.0,225.0,45.0,265.0,1012.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,1,9,0.003597,1922.0,611.0,2005.0,286.0,2059.0,222.0,1984.0,173.0,1892.0,187.0,1715.0,128.0,1755.0,187.0,1269.0,201.0,1873.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,2,9,0.003635,1892.0,441.0,1939.0,241.0,1991.0,121.0,1934.0,97.0,1809.0,107.0,1635.0,71.0,1686.0,114.0,1361.0,170.0,1809.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,3,9,0.003584,1887.0,708.0,1948.0,383.0,1986.0,298.0,1934.0,248.0,1778.0,225.0,1585.0,142.0,1679.0,218.0,1307.0,208.0,1776.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,4,9,0.003597,2125.0,492.0,2177.0,299.0,2252.0,198.0,2172.0,146.0,2035.0,132.0,1861.0,110.0,1887.0,132.0,1613.0,167.0,2073.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,5,9,0.003607,2519.0,831.0,2498.0,387.0,2587.0,213.0,2483.0,166.0,2302.0,170.0,2071.0,154.0,2098.0,168.0,1578.0,213.0,2295.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,L,7,9,0.003782,2505.0,1293.0,2495.0,426.0,2552.0,249.0,2252.0,204.0,2149.0,256.0,1561.0,93.0,1717.0,261.0,963.0,501.0,2186.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,1,9,0.003544,793.0,551.0,878.0,254.0,946.0,174.0,854.0,153.0,783.0,160.0,538.0,54.0,632.0,141.0,147.0,172.0,741.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,2,9,0.003634,637.0,567.0,729.0,355.0,802.0,273.0,722.0,214.0,644.0,218.0,446.0,129.0,503.0,190.0,137.0,131.0,606.0,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,3,9,0.00361,748.0,565.0,750.0,237.0,755.0,126.0,708.0,112.0,543.0,119.0,364.0,63.0,472.0,136.0,100.0,202.0,623.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,4,9,0.003584,606.0,515.0,630.0,371.0,731.0,220.0,642.0,185.0,611.0,164.0,349.0,114.0,406.0,152.0,95.0,176.0,552.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,5,9,0.003546,1118.0,785.0,1088.0,412.0,1177.0,226.0,1021.0,167.0,906.0,186.0,602.0,186.0,642.0,214.0,137.0,311.0,859.0,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser gueldenstaedtii,R,7,9,0.00358,1493.0,1395.0,1613.0,522.0,1675.0,362.0,1418.0,251.0,1316.0,315.0,698.0,77.0,934.0,303.0,62.0,303.0,1245.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,L,1,9,0.003654,2323.0,750.0,2342.0,193.0,2396.0,78.0,2262.0,64.0,2071.0,92.0,1856.0,78.0,1913.0,134.0,1616.0,186.0,2184.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,L,2,9,0.003632,2309.0,420.0,2399.0,247.0,2391.0,132.0,2356.0,141.0,2304.0,148.0,2208.0,92.0,2198.0,139.0,1849.0,139.0,2281.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,L,3,9,0.003555,1946.0,428.0,1986.0,235.0,2019.0,63.0,1934.0,115.0,1851.0,122.0,1790.0,100.0,1788.0,122.0,1486.0,126.0,1870.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,L,4,9,0.002603,1691.0,779.0,1781.0,211.0,1849.0,138.0,1698.0,114.0,1552.0,130.0,1241.0,142.0,1283.0,168.0,908.0,225.0,1578.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,L,5,9,0.002415,788.0,748.0,828.0,408.0,835.0,324.0,722.0,258.0,670.0,274.0,493.0,229.0,524.0,276.0,107.0,298.0,668.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,R,1,9,0.003629,1163.0,868.0,1163.0,378.0,1250.0,175.0,1097.0,179.0,878.0,217.0,673.0,184.0,713.0,253.0,78.0,352.0,958.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,R,2,9,0.003622,616.0,412.0,682.0,237.0,687.0,129.0,618.0,122.0,597.0,134.0,540.0,84.0,510.0,115.0,64.0,110.0,576.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,R,3,9,0.003554,543.0,456.0,599.0,269.0,614.0,111.0,529.0,149.0,456.0,185.0,246.0,156.0,283.0,218.0,52.0,281.0,491.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,R,4,9,0.00265,951.0,854.0,996.0,382.0,1055.0,201.0,965.0,139.0,790.0,142.0,625.0,113.0,668.0,142.0,109.0,125.0,783.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser ruthenus,R,5,9,0.002427,1446.0,764.0,1486.0,429.0,1498.0,323.0,1425.0,285.0,1260.0,276.0,1215.0,271.0,1168.0,273.0,684.0,254.0,1328.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,L,102,9,0.003617,2549.0,912.0,2590.0,483.0,2712.0,388.0,2601.0,294.0,2368.0,313.0,1875.0,141.0,1991.0,318.0,840.0,556.0,2316.0,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,L,103,9,0.003689,2665.0,981.0,2729.0,563.0,2795.0,299.0,2691.0,295.0,2521.0,285.0,2054.0,75.0,2208.0,283.0,1014.0,354.0,2439.0,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,L,116,9,0.003717,2865.0,1284.0,2908.0,784.0,3089.0,607.0,2913.0,471.0,2835.0,440.0,2144.0,119.0,2325.0,386.0,861.0,480.0,2566.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,R,102,9,0.003672,1540.0,950.0,1625.0,502.0,1746.0,273.0,1545.0,248.0,1255.0,200.0,906.0,130.0,951.0,167.0,166.0,238.0,1300.0,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,R,103,9,0.003685,1856.0,863.0,1844.0,483.0,1936.0,224.0,1755.0,233.0,1689.0,252.0,1097.0,87.0,1370.0,283.0,128.0,662.0,1616.0,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Acipenser stellatus,R,116,9,0.003726,2269.0,1301.0,2231.0,775.0,2347.0,650.0,2028.0,428.0,1936.0,428.0,1479.0,145.0,1611.0,485.0,116.0,742.0,1856.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Bester,L,1,9,0.003498,1899.0,410.0,1939.0,275.0,2038.0,174.0,1969.0,80.0,1894.0,89.0,1767.0,61.0,1776.0,87.0,1691.0,87.0,1854.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Bester,R,1,9,0.003564,281.0,606.0,328.0,368.0,430.0,278.0,357.0,168.0,309.0,168.0,121.0,85.0,166.0,149.0,102.0,163.0,234.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Bester,R,2,9,0.003502,479.0,2196.0,467.0,1833.0,493.0,1753.0,456.0,1729.0,420.0,1734.0,166.0,1677.0,236.0,1706.0,130.0,1722.0,345.0,1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,L,2,9,0.003631,2316.0,490.0,2281.0,346.0,2318.0,183.0,2231.0,160.0,2116.0,162.0,1960.0,136.0,1976.0,153.0,1943.0,157.0,2172.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,L,3,9,0.003603,1387.0,575.0,1293.0,226.0,1337.0,101.0,1267.0,99.0,1116.0,117.0,958.0,94.0,951.0,113.0,925.0,120.0,1217.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,R,1,9,0.003555,300.0,595.0,321.0,368.0,415.0,274.0,373.0,220.0,283.0,156.0,194.0,85.0,180.0,95.0,116.0,85.0,291.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,R,2,9,0.003668,465.0,373.0,349.0,194.0,371.0,48.0,307.0,38.0,225.0,79.0,170.0,74.0,163.0,86.0,48.0,104.0,258.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,R,3,9,0.003657,368.0,603.0,354.0,310.0,449.0,232.0,345.0,136.0,276.0,136.0,104.0,46.0,161.0,96.0,76.0,103.0,279.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Huso huso,R,4,9,0.003637,590.0,404.0,470.0,162.0,500.0,91.0,427.0,67.0,307.0,117.0,222.0,119.0,217.0,133.0,67.0,159.0,359.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Sevbel,L,1,9,0.003674,2299.0,698.0,2264.0,389.0,2307.0,217.0,2243.0,179.0,2047.0,146.0,1594.0,92.0,1769.0,153.0,1260.0,254.0,2132.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugal,Sevbel,R,1,9,0.003601,1234.0,719.0,1158.0,283.0,1189.0,215.0,1116.0,163.0,1057.0,151.0,493.0,40.0,642.0,128.0,52.0,253.0,988.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,1,22,0.003509,2359.0,2069.0,1301.0,2233.0,2359.0,2279.0,2846.0,2339.0,2865.0,2431.0,3062.0,2575.0,2990.0,2352.0,2951.0,2227.0,3253.0,2194.0,3535.0,2030.0,3529.0,1977.0,3259.0,1912.0,2944.0,1898.0,2957.0,1820.0,3030.0,1603.0,2819.0,1728.0,2819.0,1826.0,2346.0,1912.0,1301.0,2063.0,2517.0,2043.0,2524.0,2128.0,2911.0,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,2,22,0.003533,2478.0,2352.0,1676.0,2667.0,2537.0,2523.0,2846.0,2523.0,2924.0,2621.0,3062.0,2726.0,3036.0,2529.0,2990.0,2477.0,3365.0,2385.0,3496.0,2253.0,3476.0,2174.0,3364.0,2115.0,2957.0,2174.0,2990.0,2082.0,2957.0,1859.0,2846.0,2023.0,2819.0,2069.0,2478.0,2168.0,1577.0,2385.0,2648.0,2273.0,2701.0,2358.0,2911.0,2293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,3,22,0.003533,2300.0,2332.0,1131.0,2595.0,2307.0,2509.0,2786.0,2549.0,2793.0,2674.0,3036.0,2772.0,2957.0,2569.0,2924.0,2457.0,3345.0,2346.0,3496.0,2174.0,3463.0,2089.0,3265.0,2023.0,2911.0,2096.0,2852.0,1879.0,2780.0,1682.0,2688.0,1879.0,2701.0,2036.0,2274.0,2155.0,1104.0,2378.0,2484.0,2253.0,2550.0,2371.0,2839.0,2279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,4,22,0.003533,2586.0,2172.0,1566.0,2278.0,2580.0,2344.0,2893.0,2409.0,2909.0,2499.0,3093.0,2625.0,3017.0,2432.0,2983.0,2335.0,3291.0,2301.0,3531.0,2176.0,3533.0,2126.0,3250.0,2054.0,2971.0,2029.0,3010.0,1974.0,3066.0,1792.0,2863.0,1895.0,2870.0,1971.0,2587.0,2063.0,1622.0,2176.0,2633.0,2165.0,2635.0,2238.0,2934.0,2186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,5,22,0.003516,1894.0,2191.0,229.0,2488.0,1918.0,2501.0,2599.0,2505.0,2640.0,2709.0,2877.0,2819.0,2844.0,2566.0,2828.0,2456.0,3391.0,2386.0,3819.0,2215.0,3827.0,2121.0,3362.0,1954.0,2807.0,1876.0,2840.0,1725.0,2954.0,1456.0,2612.0,1623.0,2620.0,1774.0,1877.0,1840.0,213.0,1978.0,2208.0,2080.0,2220.0,2223.0,2787.0,2146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,7,22,0.01,2085.0,1527.0,993.0,1656.0,2081.0,1699.0,2562.0,1750.0,2584.0,1813.0,2665.0,1924.0,2660.0,1792.0,2636.0,1732.0,3288.0,1699.0,3411.0,1594.0,3426.0,1511.0,3238.0,1412.0,2645.0,1335.0,2660.0,1280.0,2678.0,1145.0,2563.0,1272.0,2567.0,1313.0,2088.0,1359.0,958.0,1367.0,2318.0,1478.0,2311.0,1577.0,2603.0,1537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser gueldenstaedtii,unknown,8,22,0.010304,1725.0,1479.0,749.0,1603.0,1714.0,1685.0,2261.0,1710.0,2280.0,1774.0,2446.0,1949.0,2432.0,1755.0,2371.0,1678.0,2912.0,1650.0,3085.0,1540.0,3109.0,1416.0,2905.0,1294.0,2371.0,1270.0,2411.0,1207.0,2458.0,997.0,2287.0,1158.0,2245.0,1242.0,1718.0,1275.0,794.0,1317.0,1929.0,1432.0,1910.0,1514.0,2294.0,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser ruthenus,unknown,1,22,0.003619,2558.0,2033.0,1666.0,2211.0,2560.0,2225.0,2951.0,2250.0,2985.0,2299.0,3212.0,2455.0,3146.0,2240.0,3059.0,2174.0,3569.0,2181.0,3656.0,2084.0,3656.0,2033.0,3611.0,1936.0,3056.0,1938.0,3138.0,1852.0,3241.0,1637.0,2988.0,1787.0,2945.0,1869.0,2571.0,1852.0,1714.0,1825.0,2662.0,2044.0,2660.0,2087.0,2969.0,2054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasphenoid,Acipenser ruthenus,unknown,3,22,0.003527,2255.0,1829.0,967.0,1854.0,2244.0,2015.0,2701.0,2078.0,2705.0,2163.0,2991.0,2392.0,2883.0,2095.0,2826.0,1997.0,3464.0,1969.0,3440.0,1863.0,3446.0,1805.0,3404.0,1693.0,2846.0,1704.0,2897.0,1664.0,2958.0,1387.0,2698.0,1539.0,2708.0,1650.0,2260.0,1687.0,1076.0,1741.0,2411.0,1799.0,2381.0,1873.0,2799.0,1846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
